user_id,username,age,country,posts_per_week,meme_reactions,rare_pepe_sightings,emoji_diversity,troll_humor_index,savage_ratio,clown_confidence,edgelord_points,last_seen,late_night_posts,mystery_post_count,conspiracy_engagement,was_reported_troll
205160,meme_lord_205160,24,UK,0,28.0,0,14,60.17285797080714,63.86501064114255,28.3036562973775,0.3145157818112429,2023-02-11 12:44:24,1,37,low,1
205199,meme_lord_205199,38,India,3,904.0,0,4,19.674176217434592,69.60102640464801,17.542652402013907,2.6121121566439505,2023-04-27 08:21:54,0,39,high,0
206080,meme_lord_206080,39,Canada,1,582.0,0,11,34.29773047243755,69.13721201848647,37.428819289895245,0.8129339391614314,2024-09-29 06:28:28,0,40,low,0
201277,meme_lord_201277,28,Other,1,380.0,0,27,6.244755310884093,57.07478990536543,22.50430688588377,8.434624138578018,2024-06-01 09:33:35,1,42,🛸 alien confirmed,0
203664,meme_lord_203664,16,Canada,3,667.0,0,4,26.699757329941853,79.20427962817674,0.11852443746978025,215.46940710598548,2023-10-19 10:28:05,0,28,low,0
206974,meme_lord_206974,17,Canada,3,839.0,0,16,25.945167472736465,60.861116597009534,32.89402725777287,4.5013651044693495,2024-02-13 02:50:56,1,47,low,1
203737,meme_lord_203737,35,USA,3,732.0,0,20,25.6496714301856,45.247300066108956,78.17776064000924,11.420219011871858,2023-10-29 22:29:39,1,48,high,0
206396,meme_lord_206396,28,India,15,561.0,0,24,13.248148218566064,65.06358009319104,66.3460199434713,59.31072925762466,2023-01-10 00:13:20,1,9,low,1
201975,meme_lord_201975,16,USA,4,114.0,0,14,6.7317116726983155,80.19991466064027,51.96380929211037,45.81479572084272,2023-03-09 02:03:18,1,27,medium,1
204984,meme_lord_204984,28,UK,1,943.0,0,20,26.31971245277561,91.56970155124003,37.812311374440156,6.475138214050536,2024-12-23 08:24:38,0,15,low,0
206994,meme_lord_206994,19,Other,4,218.0,0,27,38.87102194253631,65.79959004552425,62.65728203844318,33.25931114890621,2024-03-08 04:53:51,1,15,low,1
205057,meme_lord_205057,13,USA,2,281.0,0,11,31.97617534050139,90.74992532439943,67.8070881772592,69.35402339936643,2023-04-25 16:18:31,0,8,high,0
202811,meme_lord_202811,33,USA,4,494.0,0,12,41.51539684851733,66.64402021549013,25.66498024537871,38.05187622623761,2023-12-01 11:51:51,0,5,high,0
206104,meme_lord_206104,32,Canada,2,860.0,0,5,22.018331607693696,85.76607663810324,67.59817949666706,28.82931654407994,2024-01-19 09:12:46,0,20,medium,0
200272,meme_lord_200272,17,USA,0,178.0,0,13,24.841981339095387,72.70780750007893,42.92035363339834,147.32459102213687,2023-08-22 07:09:45,0,22,low,0
204243,meme_lord_204243,30,India,4,745.0,0,15,26.656224118749904,78.22771518522882,38.285993558890326,110.42260947932277,2023-11-06 20:58:25,0,37,low,0
204929,meme_lord_204929,28,USA,10,905.0,1,5,50.945530616560355,86.83661085849852,25.191182486161765,5.930782993109667,2023-03-22 21:42:07,1,23,low,1
206649,meme_lord_206649,20,Canada,2,347.0,0,26,33.31626587616047,73.15817748462024,74.51116219580796,63.8694481975312,2023-12-18 01:53:23,0,40,low,0
203870,meme_lord_203870,17,USA,4,468.0,0,8,19.92465184063265,41.224555655051255,87.81387003628917,5.829674994123395,2023-10-18 03:59:18,0,26,high,0
201848,meme_lord_201848,18,UK,1,203.0,0,16,44.38137026749015,74.75620881416732,72.10824167965461,10.205919172036527,2024-07-02 19:37:25,0,24,high,0
206298,meme_lord_206298,25,Australia,3,963.0,0,19,48.55173498198318,73.11370502280565,76.14273341729003,185.3472498489122,2024-05-31 09:22:07,1,6,medium,1
205457,meme_lord_205457,41,UK,3,146.0,0,8,18.688787638908895,90.36414745710213,31.91298677994999,200.63679411710177,2023-10-10 17:21:55,0,3,🛸 alien confirmed,0
204014,meme_lord_204014,13,USA,4,21.0,0,14,8.247175521314396,67.6516801011288,60.44300823600331,36.99025031637695,2024-06-06 09:12:40,0,49,high,0
203563,meme_lord_203563,28,India,3,758.0,0,11,28.583633647034496,,48.45480161612626,71.44911517005846,2023-10-21 00:20:45,0,39,medium,0
203187,meme_lord_203187,21,USA,1,247.0,0,5,45.12905819521396,87.62435145652904,58.4591158375749,29.57123505678726,2023-07-31 06:14:27,1,34,low,1
205028,meme_lord_205028,33,India,0,919.0,0,28,16.902683461567193,80.33035408958344,37.76552546721983,7.283216389256319,2023-11-10 21:55:43,0,1,low,0
202835,meme_lord_202835,34,UK,6,387.0,0,17,62.10919632288472,,37.710407999839475,6.800642931068104,2024-04-22 21:55:34,1,7,medium,1
201590,meme_lord_201590,13,Canada,3,364.0,0,7,38.12092074566854,63.06394718027274,64.3328701902245,83.13487432764605,2024-05-24 08:38:34,0,6,low,0
204696,meme_lord_204696,37,USA,4,999.0,0,8,41.41633091463216,94.80004843764684,51.10824384516423,271.3962745980476,2023-08-30 09:19:04,1,39,medium,1
201212,meme_lord_201212,30,Canada,3,759.0,0,8,41.08199210407705,78.74309056718614,31.423037334453607,17.050397479039493,2024-01-20 20:38:42,0,19,medium,0
205931,meme_lord_205931,18,UK,1,714.0,0,28,48.63841930721913,73.53935518877589,76.07956919735122,11.283217085615263,2024-01-24 08:48:11,1,37,low,1
202940,meme_lord_202940,37,Canada,2,35.0,0,26,25.159600242909168,65.27820587631432,21.030214414413035,16.054045378622742,2023-10-14 00:32:02,0,0,low,0
204967,meme_lord_204967,35,India,3,410.0,0,4,34.5252949129008,93.19150762895461,24.210122638627244,22.953380641415706,2024-09-28 16:39:43,0,23,high,0
201310,meme_lord_201310,23,India,5,445.0,0,23,29.889081434671283,70.8368664714774,27.956444334964267,15.95969741310255,2023-05-29 00:14:34,1,17,low,1
206015,meme_lord_206015,13,USA,2,517.0,0,12,47.16611454191996,69.29530138394951,41.83314743533885,26.382764572723907,2023-02-10 19:09:34,0,6,medium,0
204057,meme_lord_204057,16,India,4,,0,27,9.921056270728567,45.32996058390825,58.492733668412264,0.9060875633684026,2024-04-09 10:14:55,1,9,🛸 alien confirmed,0
205301,meme_lord_205301,15,Canada,6,379.0,0,22,26.086527825099253,61.44677052998273,65.47507414969681,180.16247031387638,2024-09-07 00:01:40,1,2,🛸 alien confirmed,1
200698,meme_lord_200698,33,India,9,254.0,0,11,44.13203792636609,83.95772466609996,65.70611122072008,21.89762408432155,2023-01-04 00:06:30,1,22,medium,1
204285,meme_lord_204285,38,USA,4,302.0,0,21,49.69351747586863,59.979652053546154,48.607854780690054,59.70549804443606,2024-03-19 18:37:33,0,16,🛸 alien confirmed,0
203622,meme_lord_203622,22,UK,1,441.0,1,23,38.743664536636466,96.01950987860334,59.74363328392928,77.01142242179611,2024-06-06 01:52:09,0,20,low,1
202999,meme_lord_202999,14,USA,6,,0,23,26.893200992832515,74.72740715482388,88.9431223875654,9.751203083437108,2023-04-16 05:17:03,1,39,high,1
204912,meme_lord_204912,33,India,1,991.0,0,14,37.4206802639589,,100.0,24.874535466948092,2023-05-19 09:49:24,1,13,low,0
202487,meme_lord_202487,21,Other,2,666.0,0,11,1.9591711821020148,51.99041758429195,20.39721850878192,4.144198659622631,2024-02-08 05:40:30,1,30,high,0
205149,meme_lord_205149,33,Other,3,519.0,0,26,22.256093972608458,52.69337222446613,42.45386467415193,2.3441400563066224,2023-12-10 12:23:45,0,48,low,0
206056,meme_lord_206056,25,USA,5,,0,10,31.165248600084926,74.56321965366091,23.062091995332175,5.133360346465235,2023-08-05 17:01:48,1,48,low,1
205779,meme_lord_205779,19,India,4,247.0,0,18,14.264884394939287,86.6390458821352,86.15797380381704,67.4339341271953,2023-01-02 03:54:43,1,24,low,1
200662,meme_lord_200662,19,India,3,657.0,0,12,8.03803202019518,60.48547940576662,61.48488921310657,2.63860962383349,2024-06-29 11:53:20,0,6,low,0
205121,meme_lord_205121,20,Other,3,186.0,0,24,71.62894443425122,73.82400385060899,64.52654277913642,22.684866299410103,2023-12-20 14:51:45,0,2,🛸 alien confirmed,1
202610,meme_lord_202610,38,India,5,311.0,0,6,23.409702730146638,46.68623906500049,55.89218006749547,180.12513226630944,2024-10-05 19:58:35,1,10,low,0
206268,meme_lord_206268,21,Australia,4,655.0,0,8,7.272548323237096,39.98648038327852,86.2654943814891,30.689930985728445,2024-11-17 08:12:35,0,24,low,0
204960,meme_lord_204960,19,USA,3,880.0,0,27,75.83854055675766,74.91205627561698,62.95924442549563,121.72589780633997,2023-02-19 19:06:31,0,24,low,1
202245,meme_lord_202245,31,Canada,0,425.0,0,4,15.801717838078606,91.05896450198215,85.193699723222,14.25466694523297,2024-11-01 13:22:39,0,11,high,0
205758,meme_lord_205758,22,India,4,956.0,0,10,39.105185119303435,85.15781700331421,76.00298490906778,49.69830043183024,2024-01-01 19:15:50,1,11,low,1
204015,meme_lord_204015,15,USA,1,,0,10,22.867532622055204,86.23755345240647,41.40023356207139,67.35151554527825,2024-03-21 23:14:45,0,46,medium,0
202494,meme_lord_202494,25,USA,1,853.0,0,7,49.82091593796132,66.0330507108468,70.40377779842322,14.200557636525607,2023-03-08 05:40:43,0,21,medium,0
203367,meme_lord_203367,23,USA,4,159.0,0,14,4.584786098092156,27.019226625332397,47.5885081827766,59.358600758426654,2023-12-08 16:54:34,0,37,medium,0
203646,meme_lord_203646,15,USA,2,735.0,0,21,7.246110597898525,85.74418689427144,51.20571561472026,21.273816281064576,2024-10-30 01:47:42,1,21,medium,1
205660,meme_lord_205660,19,Other,1,214.0,0,16,27.56420289358522,65.76707059989086,61.88287176893767,181.15324331862567,2023-10-15 11:12:44,0,12,medium,0
202892,meme_lord_202892,16,Canada,4,424.0,0,5,39.70585479755904,90.52050783334683,92.0331987637053,0.821509974525807,2023-06-02 09:22:55,1,46,medium,1
204815,meme_lord_204815,28,UK,2,559.0,0,16,5.730623855265466,78.56970015226136,35.28238931936811,47.53218062722919,2023-08-16 22:44:23,1,14,low,1
206616,meme_lord_206616,25,Canada,6,21.0,0,10,23.25794472233272,81.48869502191684,56.14765528596242,198.68109115225727,2023-10-16 16:15:56,0,36,high,0
202078,meme_lord_202078,26,UK,5,876.0,0,12,7.366334487976223,62.298694016617986,48.5111861031221,3.464872093695319,2023-07-09 05:32:56,0,13,high,0
200227,meme_lord_200227,36,India,4,404.0,0,29,36.64882333034786,58.67162314177412,38.299064897047145,20.12028138108696,2023-02-14 02:54:26,0,25,high,0
200908,meme_lord_200908,33,USA,4,826.0,0,29,23.09122011660761,81.99185777392127,36.91720233147883,22.33937716781926,2023-06-24 22:48:58,0,16,low,0
201722,meme_lord_201722,19,USA,0,158.0,0,16,7.001507980645901,68.18176296228387,63.5025707135344,21.011211901089755,2023-05-01 08:25:32,0,21,low,0
201637,meme_lord_201637,31,UK,0,73.0,0,6,20.84102655412241,60.402671174346644,32.653488079130284,5.207696600478739,2023-02-02 00:30:10,0,33,high,0
204539,meme_lord_204539,24,USA,2,,0,25,33.566801495894246,87.12635413437226,22.814548480419674,29.044222122189986,2024-10-16 10:30:26,0,32,medium,0
205102,meme_lord_205102,22,Other,4,415.0,0,19,60.044360553733675,86.84116746192987,55.73322164470385,31.26678520772091,2024-05-31 03:01:19,0,35,high,1
205092,meme_lord_205092,24,India,3,138.0,0,2,21.56010533433598,71.3870988477248,12.291506189251315,4.368844182533362,2023-08-12 00:28:21,1,42,high,1
200138,meme_lord_200138,24,USA,1,322.0,0,20,27.261748908642325,67.14463049167769,75.00417370542898,94.78470041684358,2023-02-11 12:10:53,1,39,high,1
206703,meme_lord_206703,31,USA,1,810.0,0,19,36.00613225684436,57.32651164868179,80.05048853765595,36.97930050172329,2024-04-02 03:40:29,0,0,medium,0
204658,meme_lord_204658,21,UK,2,27.0,0,2,17.649261732158035,86.36448188913668,43.388797767295564,3.858706105456279,2023-07-11 23:08:16,1,12,medium,1
206256,meme_lord_206256,19,Canada,1,472.0,0,6,6.448404252362029,81.64278353254167,72.38944394342272,47.022787909617655,2023-09-29 05:47:14,1,44,high,1
202186,meme_lord_202186,15,India,1,364.0,0,24,27.810581947913633,74.17815349196631,65.85523254077367,287.103585578577,2024-05-13 03:07:28,0,2,low,0
201857,meme_lord_201857,28,USA,3,296.0,0,22,68.25839410258592,66.28736587363841,60.24023507412435,34.000926632219205,2023-01-16 20:00:29,0,49,low,0
201132,meme_lord_201132,13,USA,3,,0,16,49.85515965161271,43.457112465292425,15.082166223169963,1.2445988868980136,2024-11-20 16:53:26,0,42,low,0
201775,meme_lord_201775,28,India,3,885.0,0,9,46.89794789196297,92.05326905572183,31.91347290538721,54.6020362436167,2024-01-02 03:33:29,0,16,high,0
202005,meme_lord_202005,18,UK,1,94.0,0,2,30.850402806074744,74.135294652214,23.707667831637934,26.20726281113965,2024-10-22 20:52:06,0,19,medium,0
202068,meme_lord_202068,34,UK,2,345.0,0,24,34.4066537469944,75.87053074704654,35.18879073404631,1.322811004194117,2023-10-06 02:27:26,0,18,low,0
200967,meme_lord_200967,22,India,3,,0,22,73.06278519007418,20.131164529722128,62.949464739617994,18.827439815589823,2024-01-02 05:16:35,0,2,low,0
200606,meme_lord_200606,25,India,4,732.0,0,26,35.77989658554999,80.09583734124355,34.59489431920693,10.79224009271344,2023-11-21 10:01:32,1,1,low,1
205838,meme_lord_205838,35,Other,7,338.0,0,6,3.314557930227889,,51.30676488254905,0.5308782388885553,2023-01-22 22:15:45,1,48,high,0
201349,meme_lord_201349,16,Other,2,618.0,0,19,32.85418911094736,53.03983675759806,19.611107952627304,31.53672149113906,2024-07-26 14:41:18,1,16,low,1
204831,meme_lord_204831,33,Canada,4,982.0,0,16,9.264559837352136,96.40495386528394,41.02723000557491,8.229660806712479,2024-05-01 07:58:30,1,24,high,1
203859,meme_lord_203859,26,Other,0,828.0,0,16,41.71777901576292,81.66532032810625,41.0554965019306,3.0191535665388907,2023-04-05 23:25:13,0,42,high,0
203432,meme_lord_203432,18,UK,2,104.0,0,2,58.93495879314307,71.19224262013356,41.68695068234606,27.60555625567676,2024-09-03 20:55:47,1,32,medium,1
203486,meme_lord_203486,16,UK,1,22.0,0,13,30.356930148148738,60.96790026973468,83.03173026631998,5.307961758330336,2024-11-17 02:58:29,0,1,low,0
203582,meme_lord_203582,14,UK,2,358.0,0,11,19.34899165932562,69.66240712994475,53.674294663859136,6.520073471268634,2024-04-09 13:20:19,0,7,medium,0
204143,meme_lord_204143,48,UK,4,208.0,0,7,11.181465881214748,85.7064450642277,32.99947978342405,12.707820185300044,2023-08-28 07:55:39,1,35,low,1
200333,meme_lord_200333,22,Canada,3,92.0,0,15,38.547883796545236,89.06157020952907,67.92497568797742,58.052930935647616,2023-12-31 11:58:20,0,47,medium,0
200832,meme_lord_200832,16,India,2,553.0,0,17,10.419206786564517,84.93698214950325,50.5658704176696,52.62555247328615,2023-08-15 18:40:22,0,35,medium,0
206666,meme_lord_206666,35,USA,7,922.0,0,29,25.823768561166858,73.66433490902942,44.59752233244492,51.899615627220456,2023-01-06 03:41:16,1,2,high,1
206285,meme_lord_206285,28,Other,1,,0,8,24.58351892621132,73.55488099272642,50.90268728072032,214.16579335417092,2023-10-16 20:06:38,0,49,low,0
205828,meme_lord_205828,24,UK,35,686.0,0,22,7.168245740226022,73.3381112625257,48.47590482931195,3.2653184307082808,2023-01-06 03:20:52,0,16,🛸 alien confirmed,0
202556,meme_lord_202556,15,Canada,3,769.0,0,4,17.223993074956603,92.1595351758351,32.26597505870542,11.551474878368685,2024-04-26 20:49:07,0,20,high,0
200577,meme_lord_200577,14,India,5,12.0,0,18,8.942853720985497,83.71286227823997,60.93842559468426,1.5303880436456745,2024-06-27 16:59:07,0,37,high,0
206754,meme_lord_206754,24,Canada,5,708.0,0,24,8.681624100944969,,26.037616482319844,47.418294818319,2023-12-03 14:02:46,0,13,high,0
205712,meme_lord_205712,18,India,3,652.0,0,1,16.30708326031601,82.36141118130777,91.01482654217148,0.5669256961631762,2024-06-14 02:36:47,0,1,medium,0
203221,meme_lord_203221,30,USA,1,391.0,0,21,8.450719963337871,73.46797113286236,58.77224153661941,37.70020271305849,2023-11-11 11:02:56,0,36,high,0
205553,meme_lord_205553,33,Canada,1,542.0,0,20,16.43374309092876,53.49900881127058,30.605969212099062,15.725538931365389,2023-02-26 05:44:11,0,10,low,0
201054,meme_lord_201054,20,Other,2,720.0,0,3,49.93105475696284,63.781305854161104,21.12577875581892,17.3182915514175,2023-02-13 22:05:07,0,5,medium,0
203509,meme_lord_203509,21,USA,2,967.0,0,28,24.193859390231804,75.664562957158,44.13828395769344,186.01483882737247,2023-09-16 01:04:42,1,3,medium,1
202373,meme_lord_202373,29,UK,6,548.0,0,17,41.97261728934974,69.55177147135284,47.43973257153733,23.362674832028716,2024-09-20 12:01:44,0,37,🛸 alien confirmed,0
203421,meme_lord_203421,17,USA,1,374.0,0,7,31.514016217584366,64.4258213764558,75.87441586772059,91.59101584328288,2024-08-14 02:29:05,0,41,high,0
204326,meme_lord_204326,32,India,1,190.0,0,24,20.270557036886867,76.64857690466468,53.903626075833564,25.764801680728816,2023-08-03 03:54:31,1,33,low,1
204834,meme_lord_204834,18,Canada,3,376.0,0,9,34.22024515931656,,35.25080191590293,204.13815956972465,2023-12-03 22:14:53,0,9,high,0
205108,meme_lord_205108,29,Canada,2,438.0,0,26,19.590834191806678,86.40368823724839,60.69113417282466,14.762469346502485,2024-06-29 08:36:09,0,45,low,0
201865,meme_lord_201865,22,India,4,504.0,0,9,32.82083836711141,78.73625341255259,82.60769939974139,13.35338483759015,2023-06-07 04:56:42,1,14,low,1
205078,meme_lord_205078,30,India,3,900.0,1,5,32.802719373549664,77.28032197317529,28.285165566288264,34.02339654275402,2023-09-29 10:29:10,0,46,high,1
206744,meme_lord_206744,26,USA,1,799.0,0,1,42.26395180744677,49.21718148904945,26.536726406943153,26.65699909082234,2024-06-14 18:46:44,0,15,high,0
200932,meme_lord_200932,24,Canada,2,734.0,0,6,25.138695035867038,47.42338140584315,39.27668615872047,40.854928396531115,2023-12-01 04:57:35,1,27,high,0
202970,meme_lord_202970,15,Canada,3,126.0,0,9,42.770101579859066,79.25840860081979,26.238866643454767,77.31312156456266,2024-12-25 21:45:39,0,13,medium,0
206824,meme_lord_206824,25,India,2,263.0,0,13,26.541947873983485,66.46959012128364,58.156097951257735,10.538930287192308,2023-02-25 05:49:27,0,30,low,0
201791,meme_lord_201791,21,Australia,2,802.0,1,22,9.514079812370442,90.08104548546295,67.17213908742602,10.076351506217145,2023-11-03 12:22:18,0,37,medium,1
202341,meme_lord_202341,27,Canada,3,,0,28,9.071703572065068,,59.19821216505305,29.513106822477685,2023-08-05 10:29:08,0,1,high,0
204958,meme_lord_204958,21,India,5,440.0,0,12,33.57633626116392,54.4467960534194,48.55737148772865,24.90461022330404,2023-11-07 19:15:37,0,40,low,0
202079,meme_lord_202079,27,India,1,412.0,0,4,5.635080015820539,73.99575477061886,73.55256733255347,28.20920300993757,2023-01-26 23:06:47,1,40,low,1
201140,meme_lord_201140,13,Other,1,442.0,0,23,58.96257540484845,67.26963478363285,22.64000020523853,81.18090477578656,2023-02-08 16:47:18,0,39,high,0
206042,meme_lord_206042,30,UK,1,840.0,0,17,7.141087029605049,81.2878526266959,41.41267727597496,8.543124888759714,2023-10-01 15:00:18,0,24,high,0
201514,meme_lord_201514,25,UK,3,358.0,0,18,37.11497159745721,83.77786312197311,24.849588920664406,8.589599115353845,2024-05-25 04:54:35,0,28,high,0
201064,meme_lord_201064,26,USA,2,146.0,0,21,29.696981243787178,71.40983401697962,34.50549377451769,13.732989005701684,2023-07-26 07:08:41,1,27,low,1
202268,meme_lord_202268,22,India,3,188.0,0,9,9.804734018964908,77.45080558884457,33.31043723005621,12.712016503568265,2024-06-06 17:52:02,0,27,medium,0
202149,meme_lord_202149,20,India,3,,0,8,12.97872891641256,93.54777684607282,44.08979345556861,102.3920008051585,2024-10-28 20:48:44,1,48,🛸 alien confirmed,1
206211,meme_lord_206211,15,Other,4,412.0,0,10,10.046302181383272,82.23761134533916,48.8134719144533,101.46755008575956,2024-01-19 23:41:46,0,48,high,0
206991,meme_lord_206991,29,UK,3,,0,10,25.75722814762195,90.8150442303425,31.143639784294358,12.309249763280116,2024-01-29 04:55:30,0,36,medium,0
200448,meme_lord_200448,30,UK,3,,0,25,26.25784228573777,51.599459618673094,48.927219262423264,65.53858212413235,2023-12-16 03:30:22,1,20,medium,1
200870,meme_lord_200870,19,Canada,2,687.0,0,11,48.18468595229043,82.2819073208946,87.7141489328598,21.796266615218155,2024-09-27 09:58:53,1,5,low,1
205060,meme_lord_205060,24,USA,5,168.0,0,20,26.429100386590203,64.85124759706987,56.998163172853474,5.923513257469335,2024-09-22 21:58:13,1,15,low,1
202010,meme_lord_202010,16,India,3,401.0,0,13,29.425401104672833,85.03207557226735,15.97988503019009,20.77721568878314,2024-12-19 23:55:01,0,49,low,0
206996,meme_lord_206996,18,India,3,552.0,0,7,51.18626189637372,60.6210129360098,22.32412401389253,7.661039614308621,2023-10-03 20:01:26,1,25,medium,1
200472,meme_lord_200472,16,Canada,4,279.0,0,27,42.25779773313115,,48.89038550660558,6.370931639367823,2024-12-04 12:48:40,0,1,low,0
206084,meme_lord_206084,16,Canada,5,952.0,0,25,7.214523215301834,80.55263032811078,40.736173477528986,27.821624657327913,2024-09-22 14:24:53,0,24,high,0
202697,meme_lord_202697,22,India,1,460.0,0,24,9.286884219732157,55.975083522648674,59.522148264181155,80.91293401138395,2023-07-22 03:06:03,0,39,low,0
201668,meme_lord_201668,32,USA,2,925.0,0,2,35.61826925780668,97.10777605286464,81.69875478955694,30.59044436820448,2024-07-28 15:30:05,0,48,high,0
206865,meme_lord_206865,29,USA,4,604.0,0,29,31.85421856055927,52.20602437134676,29.742053274968505,20.576950759743568,2023-04-19 22:17:48,0,1,medium,0
204469,meme_lord_204469,30,USA,2,665.0,0,17,23.13945107747347,75.59216349031499,6.070809615090873,53.316885047251745,2023-01-31 14:39:49,0,16,high,0
206196,meme_lord_206196,30,India,1,357.0,0,14,13.751507764077422,58.913920935316646,5.074766167764338,19.51607321205385,2024-04-16 22:44:33,1,18,medium,0
201639,meme_lord_201639,22,Canada,3,958.0,0,27,25.371734900688754,54.108045156634574,25.59054876783452,19.662665971856878,2024-02-16 22:46:27,0,47,low,0
206576,meme_lord_206576,26,UK,2,597.0,0,3,18.911393160170903,71.77125494339633,67.16777168172436,120.14019347477392,2023-05-27 11:31:27,0,16,medium,0
200760,meme_lord_200760,24,USA,1,129.0,0,13,23.978114039425446,68.66390344606766,0.0,49.971549662161735,2023-03-25 03:27:31,0,20,low,0
202413,meme_lord_202413,27,UK,4,864.0,0,16,31.983896474627922,87.54290478174246,100.0,112.93246451302385,2024-07-31 14:24:20,1,34,high,1
202337,meme_lord_202337,17,UK,4,263.0,0,15,11.70131158641138,58.08180275063807,40.349835074064046,73.16053832762911,2023-05-22 08:06:00,0,9,high,0
200124,meme_lord_200124,21,India,2,982.0,0,5,55.71525219018244,79.88926916081634,62.46484928580086,2.5077445005245322,2023-10-21 23:17:36,0,41,medium,0
200759,meme_lord_200759,20,Other,4,650.0,0,16,15.646029500747623,88.03787397965131,71.10924559719554,90.28381324513224,2024-05-10 08:28:13,0,42,low,0
