customer_id,age,gender,region,annual_income,credit_score,purchase_count,web_visits,app_opens,signup_date,last_purchase_date,tenure_days,income_bucket,engagement_score,customer_segment,churned
102491,38,Male,Region_40,34315.67869293002,431.34767692506114,7,7.131419602639539,24.5675157501471,2023-01-25 09:17:47,2024-02-02 10:59:22,1064,Low,2.783087786306996,Standard,0
104564,34,Female,Region_2,83764.78661377265,688.9249464498788,3,3.822629528674852,2.2267845768167427,2022-01-23 11:31:33,2024-11-02 17:37:45,1431,Medium,1.3322194224827455,Standard,0
102473,28,Female,Region_14,132905.55462231723,845.9326051797838,5,0.559324591856971,25.574694013341528,2019-12-11 21:31:00,2022-09-11 07:30:10,2204,High,2.145676755478226,Standard,0
103319,33,Female,Region_3,63160.084734023905,572.6608819830606,4,8.734595144143999,12.150708864547608,2019-09-12 00:53:09,2024-12-27 14:35:47,2295,Low,2.456159818052414,Standard,1
101135,34,Male,Region_38,126100.5290298911,900.0,3,1.0818984954037716,7.117221150152529,2018-07-10 10:01:24,2022-01-01 10:45:27,2724,High,1.5497048098669788,Standard,0
101954,57,Female,Region_24,16010.799954623064,355.0684180463335,3,7.643456752425548,5.256160063590332,2020-07-29 03:58:47,2022-09-10 13:42:00,1974,Very Low,1.9628609890722848,Standard,1
100228,19,Female,Region_18,71011.64635442666,594.6909616265248,3,2.405217603037772,0.566226259563488,2021-08-16 03:41:14,2022-03-03 02:45:57,1591,Medium,0.7593249795560301,Standard,0
101869,51,Male,Region_36,17043.9762412913,349.7517935089019,6,0.6987463688342641,0.1267107666521502,2022-08-16 22:33:28,2023-12-29 09:53:02,1225,Very Low,0.283537756807587,Standard,1
103750,43,Male,Region_38,90087.9265744604,708.9370345523437,4,3.609031117992372,12.427227140949132,2021-08-14 21:34:34,2022-10-17 09:23:21,1592,High,2.169577779121953,Standard,0
104217,52,Male,Region_40,92037.74503056938,771.4852209944866,3,1.4326718279553228,3.38208433250594,2019-05-01 09:23:03,2022-01-13 03:36:56,2429,High,1.2421107601193475,Standard,0
100918,53,Female,Region_21,20757.991785158098,414.95523983435766,2,5.555568406673141,4.857707539479688,2018-10-26 14:41:41,2022-12-26 17:13:53,2615,Very Low,1.812780924071852,Standard,1
102746,33,Male,Region_31,14171.07434331582,412.3893685742778,5,1.1698502573505285,6.509680646895508,2022-10-29 17:53:01,2023-05-04 23:40:21,1151,Very Low,1.5195790284305866,Standard,1
104579,56,Male,Region_13,63160.084734023905,572.6608819830606,5,0.6685476647575838,5.54069516900128,2023-07-10 14:48:18,2024-06-30 22:24:16,897,Low,1.3316075073573646,Standard,1
101153,50,Male,Region_18,65340.92124402949,603.9378140336257,6,0.4053653231435703,2.6174890731126528,2019-12-17 12:49:14,2022-05-22 21:26:12,2199,Medium,0.9075870095572792,Standard,0
100212,33,Male,Region_41,183523.52575881017,900.0,8,2.7131828615737064,20.00189140961016,2018-08-16 07:39:12,2022-10-24 23:35:58,2687,Very High,2.351523269672004,Standard,0
100056,51,Male,Region_20,21876.68462725123,432.0981847128155,0,12.607897574157024,0.7915526817156726,2018-04-03 21:32:12,2024-07-09 04:12:28,2821,Very Low,1.3941097295608986,Standard,1
102369,51,Male,Region_34,23854.32800062869,382.97085988716526,1,4.611926012938403,24.9768620564752,2020-09-28 22:48:22,2023-11-02 12:02:53,1912,Very Low,2.6442813239127383,Standard,1
102140,67,Male,Region_37,56805.81769370959,621.2090030524897,5,0.6058391575996045,0.4934822121359262,2022-10-05 23:11:20,2024-06-23 22:30:28,1175,Low,0.4301248528796996,Standard,0
103276,26,Female,Region_14,58672.76202750911,509.95668932770144,4,6.059426190279538,5.298987796447002,2020-08-27 16:58:39,2022-06-24 04:54:35,1944,Low,1.8859788807701712,Standard,0
103447,36,Female,Region_10,65073.75483455138,608.0043541288273,2,9.071566022724086,32.8175167245421,2023-12-02 14:36:53,2022-03-04 11:59:26,752,Medium,3.036473832046841,Standard,0
102232,35,Female,Region_44,68159.9552754567,585.874852040407,3,3.89939669575405,1.5359358040335622,2018-01-07 10:38:39,2024-05-15 06:19:16,2908,Medium,1.193982463120925,Standard,0
101296,61,Male,Region_32,63007.39899116125,564.8236029248837,8,2.568921532923609,15.563074214375057,2021-08-20 17:53:07,2023-06-15 15:19:58,1586,Medium,2.193210847029442,Standard,0
100948,39,Other,Region_18,32064.55285655815,481.4351488476278,6,4.811915101715965,24.129288463844848,2019-02-27 23:59:19,2023-09-11 00:53:34,2491,Low,2.638384477440767,Standard,0
100568,41,Male,Region_8,32488.978389350388,436.55645073838576,4,7.458415165830729,5.406810641003968,2018-10-15 04:05:20,2023-05-27 12:54:40,2627,Low,1.9684816816917012,Standard,0
101862,39,Female,Region_37,52840.10399192848,580.3362180287696,1,5.7640752108053,2.260726692803819,2018-01-14 10:37:06,2023-03-13 01:02:14,2901,Low,1.4738202695658098,Standard,0
101259,42,Female,Region_37,39536.493162758576,594.7163734149703,5,20.9012806627146,1.6442505380054726,2018-06-16 13:00:15,2022-12-30 19:05:58,2748,Low,1.8180506499579367,Standard,0
102128,34,Female,Region_42,129022.0355240727,900.0,4,2.129411801509419,5.476752984190031,2020-07-12 17:00:12,2023-06-18 00:14:55,1990,High,1.5772696068769103,Standard,0
102930,29,Other,Region_27,17025.36409729389,420.53040368944704,5,7.877294602214163,26.95425373513796,2021-05-31 04:17:25,2024-05-05 20:04:37,1668,Very Low,2.871740366810607,Standard,0
103265,71,Female,Region_27,101316.99671222984,713.9548355729506,8,9.051823564555178,0.4087807662074618,2019-01-14 12:54:59,2024-05-30 02:16:22,2536,High,1.128736402201739,Standard,0
103856,18,Male,Region_4,41210.2588093164,521.2364034728021,3,0.8336041055626647,1.324080419405638,2021-07-09 23:25:54,2023-03-11 04:19:32,1628,Low,0.7485080600027786,Standard,1
102534,51,Other,Region_49,51449.63544359141,536.7668631912956,3,39.20369446459373,33.53146497427251,2022-12-30 01:18:59,2023-05-14 21:29:32,1090,Low,3.6027061193818484,Standard,0
104163,50,Female,Region_24,288824.64937390183,900.0,2,2.461043339212348,2.009494081846345,2019-05-03 10:25:58,2022-05-02 09:02:40,2427,Very High,1.1576912260036936,Standard,0
100501,39,Female,Region_45,22769.48692792373,438.0902640632817,4,1.6732250536468936,3.537570534503752,2020-09-30 22:48:26,2024-09-20 00:00:49,1910,Very Low,1.3007492980652846,Standard,1
102568,28,Female,Region_31,22390.83084770649,572.6608819830606,3,3.0479134805625705,25.06194168056449,2021-12-04 05:50:41,2022-01-24 08:39:15,1481,Very Low,2.5155662695518344,Standard,1
102770,43,Male,Region_13,71560.0066553014,657.3560640015503,2,7.753472170841656,1.7307005189614546,2019-06-20 20:50:36,2024-03-04 20:51:00,2378,Medium,1.4705150824525814,Standard,0
102244,-5,Male,Region_13,21870.5921093452,395.80832167859313,3,2.754969227482184,9.373188597383336,2019-10-12 14:07:23,2022-07-19 01:10:27,2264,Very Low,1.932766710752015,Standard,1
104619,54,Female,Region_33,77876.06275286541,572.6608819830606,4,3.464594909376611,54.38801058577855,2021-04-19 02:57:48,2024-12-16 21:49:44,1710,Medium,3.0070892867193755,Standard,1
101057,27,Female,Region_13,34372.76337795494,458.0984259645511,5,10.83658355576524,3.5030527288502227,2019-06-20 04:52:55,2022-12-03 18:31:12,2379,Low,1.8913313452934664,Standard,0
102759,22,Female,Region_28,57807.50216823875,471.8798354627182,2,13.07469979219302,27.25272552263634,2021-01-08 01:06:41,2022-02-10 10:17:45,1811,Low,3.062465496828369,Standard,0
104135,32,Male,Region_47,143997.78430194253,900.0,3,0.2661589239928068,11.901202062398896,2022-04-06 12:15:14,2024-10-04 14:02:08,1358,High,1.6287874333841228,Standard,0
103781,39,Male,Region_28,18424.84130023564,403.8337849279535,2,1.8738791409469424,23.179530808333347,2022-09-08 18:34:16,2024-05-24 15:33:16,1202,Very Low,2.333568958211562,Standard,1
101541,17,Male,Region_20,10315.48369185723,361.505517644493,5,29.624143867683145,29.37704838093122,2018-05-27 22:54:38,2022-12-05 14:34:06,2767,Very Low,3.416927886731013,Standard,0
104621,43,Male,Region_6,43489.0084520318,473.4469393239449,2,0.611531862097438,6.483416045217262,2020-01-21 14:52:24,2022-05-05 00:11:02,2163,Low,1.3984877044751172,Standard,1
100849,40,Male,Region_16,130702.85671314808,900.0,4,5.467382068239536,4.826444204621741,2018-11-27 05:23:21,2022-04-23 19:12:48,2584,High,1.8041527006639195,Standard,0
104283,21,Male,Region_18,70012.04077473332,572.6608819830606,7,2.785690921707064,5.712353774733924,2019-02-13 00:30:50,2022-08-06 02:08:24,2506,Medium,1.6748611702610876,Standard,1
104388,52,Female,Region_41,26968.26839521124,417.7445313483856,8,5.047100558135286,4.0289252207529405,2021-06-15 10:57:14,2024-03-08 19:16:58,1653,Very Low,1.6889553367154213,Standard,0
100464,52,Male,Region_27,39845.936415288656,457.0474717303405,4,6.075979901949031,2.578776415180863,2023-01-05 12:20:00,2024-11-20 14:03:48,1084,Low,1.5476949495057946,Standard,0
100651,20,Female,Region_45,81275.78580304784,597.1668712092978,1,1.465017711893677,7.12777782160015,2021-10-06 16:18:13,2022-07-11 20:16:34,1539,Medium,1.6180521304414532,Standard,0
101923,55,Female,Region_36,64861.418824781314,602.439616886458,4,1.0850559531379926,3.010300794241262,2021-02-23 19:48:14,2022-10-19 18:12:35,1764,Medium,1.127238026094051,Standard,0
102349,45,Male,Region_9,94473.73099380478,876.3460874363136,8,4.830136263413412,23.509887461130237,2019-01-01 17:32:42,2022-08-06 04:33:54,2548,High,2.6246621127431737,Standard,0
102114,48,Female,Region_26,36545.71929894746,557.6110988870806,4,2.460368766969228,10.327173259557371,2019-08-26 07:08:41,2022-08-10 08:39:57,2312,Low,1.952872796730185,Standard,0
103527,45,Female,Region_42,58428.71572160058,636.198296576839,5,4.34942482647968,2.6569744444086703,2023-05-02 15:32:31,2023-10-26 04:33:15,966,Low,1.4487773090313825,Standard,0
103845,39,Male,Region_20,43140.14547467233,560.7159274496969,1,8.65310423227081,6.08417069334052,2021-05-25 08:46:00,2024-03-22 00:16:15,1674,Low,2.081629507436664,Standard,0
102511,39,Male,Region_44,94637.40979895132,572.6608819830606,3,4.669775814366051,1.227205941493424,2021-03-30 13:16:30,2024-05-01 04:25:43,1730,High,1.174508546528669,Standard,1
102912,31,Male,Region_44,43516.799136393456,572.6608819830606,4,2.5927242373815296,4.982402801222088,2023-02-16 20:31:31,2023-11-29 13:13:47,1041,Low,1.5848576781797037,Standard,1
102947,36,Female,Region_4,26783.54911322124,454.8144903088298,3,5.317631307409977,20.51155807411902,2021-04-06 00:42:23,2023-01-14 20:45:52,1723,Very Low,2.578491963227611,Standard,1
103488,32,Other,Region_6,96677.4497170073,687.3847295321486,5,0.0715697894338271,1.92575499469366,2023-05-12 01:02:54,2022-09-04 07:21:02,957,High,0.6717814056419595,Standard,0
101759,32,Female,Region_29,144444.91860013257,900.0,7,1.9998397167349256,1.45549993844305,2018-06-07 17:38:06,2022-12-11 22:44:55,2756,High,0.9784217726512008,Standard,0
101820,44,Male,Region_27,53617.30018137779,517.6898900137119,4,2.443286781410489,26.42164846636102,2018-11-14 07:09:26,2023-04-03 02:46:17,2597,Low,2.481370264844861,Standard,0
100896,21,Male,Region_13,112832.8158027908,900.0,2,0.6326161476543312,17.457305238223878,2018-08-25 06:04:17,2023-09-09 05:13:53,2678,High,1.945349634693019,Standard,0
101297,57,Male,Region_27,119489.16678592504,845.0320484747215,3,4.241197245472135,0.5428005130125162,2023-03-14 19:40:08,2022-01-11 07:27:36,1015,High,0.9227795496014866,Standard,0
100704,34,Female,Region_49,90507.6180275007,572.6608819830606,3,22.04546626136457,3.6473192535576886,2022-05-06 01:46:46,2024-05-07 22:24:33,1328,High,2.17676195269337,Standard,1
102864,18,Male,Region_25,58342.52000355765,572.6608819830606,5,9.648700513528636,31.87339961899771,2018-10-09 17:35:08,2023-03-21 03:30:55,2632,Low,3.0417734319938794,Standard,1
101339,36,Female,Region_17,50139.18000122595,566.8115229080121,3,0.1975228871415246,14.46967128557684,2023-01-13 00:23:24,2024-05-27 08:44:56,1076,Low,1.7154309145328843,Standard,0
104673,18,Female,Region_44,22116.383938403724,374.9984182714063,5,3.212641560065657,13.247422565503346,2020-09-19 10:39:47,2024-01-19 20:36:39,1922,Very Low,2.169181570606275,Standard,1
103888,39,Male,Region_14,42411.67023022992,572.6608819830606,6,7.055268431762007,3.378567142671753,2018-04-07 10:38:45,2022-12-19 16:03:03,2818,Low,1.7205634570689603,Standard,1
102389,13,Female,Region_26,104364.96396163802,798.7228670759451,3,11.41947376914713,17.8884589658758,2023-01-12 06:30:56,2024-08-11 10:42:48,1077,High,2.770836941684477,Standard,0
100189,43,Female,Region_12,136746.0799680568,900.0,4,3.592738159344141,8.905976037660764,2018-01-09 01:35:44,2024-05-28 14:19:53,2906,High,1.9856734871483648,Standard,0
101846,37,Female,Region_37,34360.87996917419,572.6608819830606,8,3.4153861611349807,0.7205600119926664,2019-04-05 10:58:15,2023-02-16 01:53:41,2455,Low,0.9196280140991836,Standard,1
103002,55,Male,Region_25,61896.03641727624,579.350861046818,2,6.099683736461431,6.138268930878179,2023-05-03 05:14:25,2022-12-10 04:02:11,966,Medium,1.9633022757384155,Standard,0
104556,44,Male,Region_19,74132.85315076612,708.2446561978513,4,2.031341631496652,0.7800179226589904,2021-09-11 18:49:42,2024-02-19 15:18:57,1564,Medium,0.7895761815753567,Standard,0
101909,28,Male,Region_35,44397.19680507021,603.4709121843732,4,8.626854559079678,2.5141216182601998,2018-09-16 04:51:26,2022-05-15 18:58:43,2656,Low,1.6598963765114765,Standard,0
101649,28,Male,Region_39,75820.21075750933,662.5707883478419,0,2.450318905325536,2.400465954079072,2019-05-31 10:04:50,2023-02-07 09:25:39,2399,Medium,1.2297341457687976,Standard,0
104461,22,Male,Region_21,151074.36557448693,900.0,9,4.3219804438523575,11.646527576602516,2023-12-26 19:54:19,2023-03-27 16:56:29,728,Very High,2.1911678057559616,Standard,0
100774,34,Male,Region_30,63160.084734023905,572.6608819830606,1,5.096576132058582,34.87308787917142,2019-03-23 23:24:57,2024-01-05 13:29:27,2467,Low,2.871083353382694,Standard,1
102740,42,Male,Region_32,33722.08906573975,409.9421096520552,3,14.804378318955782,9.456628081053394,2019-05-14 01:04:46,2024-11-05 22:51:02,2416,Low,2.512456430263166,Standard,0
100098,43,Male,Region_35,18029.332479740737,402.1958038624583,7,3.93020895007356,5.694083257434479,2018-03-05 18:29:19,2023-07-19 23:16:53,2850,Very Low,1.7788869724150322,Standard,1
103266,35,Female,Region_7,26280.857376699107,455.70324982148014,2,5.876673974335841,1.4621457717655484,2021-04-04 11:21:17,2023-04-27 02:45:29,1725,Very Low,1.3118739812488007,Standard,1
103739,26,Female,Region_34,31727.599866594173,446.3406962486783,3,8.077737334919503,1.986425008261445,2022-10-12 11:52:25,2024-01-22 17:54:52,1169,Low,1.5387762013276838,Standard,0
101238,44,Female,Region_49,25056.543591381684,343.59507438593016,2,4.969641568296096,2.1462191064211824,2023-11-04 12:47:41,2023-06-13 11:38:54,781,Very Low,1.4023956236629025,Standard,1
102546,-2,Male,Region_18,28922.93197158796,457.9399193291741,1,1.1658196284709716,4.172459626487524,2022-01-10 12:08:32,2022-10-26 03:19:47,1444,Very Low,1.2951285435510806,Standard,1
102939,60,Male,Region_41,196079.21938682933,900.0,6,0.5107144982043055,7.319422306677563,2022-07-14 06:09:31,2024-02-28 02:56:29,1259,Very High,1.43618877749027,Standard,0
102355,37,Male,Region_42,20670.74028328965,360.60455584653295,2,2.62717027872682,6.358140923643385,2020-06-15 22:07:31,2022-02-20 22:49:46,2017,Very Low,1.7128655080581012,Standard,1
103093,29,Male,Region_29,129676.51711799925,845.7221680545545,5,1.4279109146361408,0.576528644671622,2021-05-02 00:57:14,2023-06-25 07:45:42,1697,High,0.6279476944488014,Standard,0
104046,21,Male,Region_46,44605.45141283775,466.8552331868319,1,4.165561637246721,3.8885771273953256,2020-07-29 09:20:18,2024-10-04 11:39:19,1974,Low,1.6089463053794824,Standard,1
101382,30,Male,Region_16,31055.104724907324,438.6231825473073,5,6.7613771588571945,8.470591673543964,2020-12-22 16:40:02,2023-05-21 00:55:53,1827,Low,2.1685787453336283,Standard,0
102314,118,Male,Region_2,60174.53263183157,522.3740950358655,3,2.731230972452741,4.972822021213431,2021-12-13 22:46:01,2023-01-01 11:00:04,1471,Medium,1.5990269891068345,Standard,0
103496,56,Male,Region_10,130477.31739479594,810.9832243796687,1,20.82313803898176,8.703561461846094,2018-09-19 20:05:58,2023-08-31 03:04:26,2652,High,2.5966841014290383,Standard,0
100238,46,Female,Region_9,44436.91205455281,390.166616409551,3,3.454626450390197,4.185668260119127,2019-05-19 12:49:24,2023-07-27 10:19:25,2411,Low,1.5851165131852332,Standard,1
100085,21,Male,Region_34,76994.37048328626,651.1407845508551,1,1.7948397748391978,11.034229570664651,2019-01-27 18:47:11,2023-11-20 06:13:57,2522,Medium,1.9037629438023116,Standard,0
104928,58,Female,Region_10,63160.084734023905,572.6608819830606,6,0.526520447387888,9.550883013954389,2022-01-03 04:23:04,2022-12-03 17:10:25,1451,Low,1.5829221038752213,Standard,1
103006,57,Female,Region_48,63160.084734023905,572.6608819830606,2,3.6542774267251454,5.163155619912586,2023-03-29 23:40:09,2023-05-16 13:26:22,1000,Low,1.7062680227968547,Standard,1
101509,89,Other,Region_5,30890.290355500845,412.6055873330987,5,2.7691056404172776,0.5718062270811456,2019-04-03 23:01:02,2022-11-18 06:36:27,2456,Low,0.8020703497792978,Standard,1
100495,46,Male,Region_22,63160.084734023905,572.6608819830606,6,4.84329367970372,12.922715084914277,2019-02-06 20:08:07,2024-10-09 22:44:43,2512,Low,2.2862308606982777,Standard,1
102774,21,Male,Region_24,86694.81059345753,639.9906745391891,6,2.694190038017356,13.009208949499154,2018-08-23 15:08:08,2022-12-02 14:23:42,2679,Medium,2.1065334674889145,Standard,0
104394,36,Female,Region_11,65771.19326217164,669.3469054542114,4,2.329111219606053,6.948584633602216,2020-07-20 07:18:07,2023-12-14 14:14:45,1983,Medium,1.7248784745238366,Standard,0
104756,36,Male,Region_37,63160.084734023905,572.6608819830606,4,0.8314328043562453,22.12954757126981,2023-11-24 14:36:11,2024-09-01 03:01:36,760,Low,2.126705994959595,Standard,1
101262,31,Female,Region_8,63160.084734023905,572.6608819830606,5,0.2412716280442478,0.6145435199217539,2021-08-12 20:04:20,2022-11-15 23:56:54,1594,Low,0.3738859041636381,Standard,1
102403,34,Male,Region_33,63160.084734023905,572.6608819830606,2,3.340423170475721,41.67484274691547,2022-04-07 15:57:57,2022-04-14 14:53:47,1356,Low,2.83935448949533,Standard,1
102200,100,Male,Region_18,7631.012697885829,572.6608819830606,4,16.326287126289056,13.6934781345683,2018-09-29 07:26:39,2023-10-29 20:51:56,2643,Very Low,2.753332172740916,Standard,1
100980,33,Male,Region_23,88334.35870093635,615.0044969836526,5,5.950834529583743,4.679935481704282,2022-12-13 00:56:08,2024-02-15 13:17:23,1107,Medium,1.8177086157150928,Standard,0
102953,34,Female,Region_39,87028.84022112754,675.0515376629443,2,0.4366035791854653,22.1526324464682,2022-12-09 16:50:49,2023-04-17 01:40:25,1110,Medium,2.0301777728281096,Standard,0
100798,29,Female,Region_37,58498.21245891148,610.5525257835452,5,1.4345834196476217,3.506339698466072,2021-04-01 21:30:42,2022-06-05 05:14:40,1727,Low,1.2592014009882209,Standard,0
104075,39,Male,Region_4,10338.70004061067,300.0,4,4.812552097899887,7.838264198003632,2021-07-05 19:56:30,2022-01-18 20:10:55,1632,Very Low,2.0114621933873185,Standard,1
100708,48,Male,Region_23,59378.643695588864,566.2172514636655,4,5.914148222979677,2.4649146718640766,2021-08-16 07:19:37,2023-05-30 22:37:19,1591,Low,1.5190407157137238,Standard,0
102145,25,Male,Region_39,74784.86543670033,637.3288762053016,4,0.1398003043758636,1.4418063875095477,2021-04-14 13:26:04,2023-11-11 20:56:23,1715,Medium,0.5879840830755079,Standard,0
104300,72,Female,Region_3,18747.32209212215,405.7278631808536,3,6.110701435359704,5.50468712584803,2022-02-22 22:08:44,2024-05-02 00:39:24,1400,Very Low,1.9081541654770788,Standard,1
101910,45,Male,Region_10,28574.234787561087,442.6013184763872,4,15.105601391644209,17.745121133698497,2019-08-06 11:01:55,2022-07-06 18:36:46,2332,Very Low,2.870226957015449,Standard,0
102500,15,Male,Region_17,23200.164156294788,322.8807894861034,3,1.3431116217735626,20.141463284004036,2022-08-12 17:38:13,2022-12-17 00:01:38,1229,Very Low,2.171333637637786,Standard,1
101323,43,Female,Region_45,36790.74375852876,461.6992521795144,3,1.6966874754464565,19.03392428959416,2023-01-20 06:52:03,2024-11-06 07:51:23,1069,Low,2.1952658941937684,Standard,1
102220,51,Female,Region_24,77142.40578652015,695.2482662407261,1,2.97997893770028,22.37217789166841,2023-01-02 13:09:56,2023-09-22 20:47:29,1087,Medium,2.4434384124861954,Standard,0
104006,101,Female,Region_26,63788.55505620236,674.5914009914327,0,1.5505736110403314,6.408424054977068,2022-05-21 23:56:11,2024-11-26 18:36:28,1312,Medium,1.5760979548807876,Standard,0
104486,50,Other,Region_14,120071.6978375982,900.0,1,1.6436240894693803,19.768962879060247,2022-04-22 19:10:27,2023-10-12 00:42:02,1341,High,2.2089361166010963,Standard,0
100557,36,Male,Region_38,26370.12071296681,572.6608819830606,5,4.415227687260103,3.816176272905498,2019-03-19 19:43:31,2023-11-03 21:17:08,2471,Very Low,1.6188741561432831,Standard,1
101406,41,Female,Region_12,6332.792001871032,300.0,4,6.848252210146778,12.412330233789843,2022-08-18 23:48:13,2022-12-31 04:47:50,1223,Very Low,2.381821013784464,Standard,1
102366,40,Female,Region_4,26609.726891765305,514.0135929669699,1,0.2123901827507612,0.3217769643662556,2019-08-17 04:37:38,2024-12-04 18:48:50,2321,Very Low,0.2444237173778434,Standard,1
100951,26,Other,Region_28,21033.923160087244,371.95202913881553,2,10.36040541357323,4.533724418865528,2018-07-17 02:48:57,2022-11-09 02:10:42,2717,Very Low,1.998570289571324,Standard,1
104912,45,Other,Region_14,68917.92740881936,601.844294750516,1,0.0107004533013493,8.507452813001246,2020-08-15 17:41:31,2024-05-30 00:57:33,1956,Medium,1.355503042044536,Standard,0
103696,26,Female,Region_45,101579.60657276942,694.8646243734348,5,5.451690897807433,11.46162816383766,2020-01-01 07:56:22,2022-01-05 13:10:54,2184,High,2.2593294061065423,Standard,0
104856,40,Male,Region_13,13695.929274302513,402.79375013785216,2,7.501556961236381,26.05506555113752,2018-10-30 02:54:14,2024-09-23 12:02:40,2612,Very Low,2.8348242798387027,Standard,1
103906,33,Female,Region_26,15042.126040082778,380.5331914335252,7,4.18159385180969,5.132558108993651,2019-04-28 02:25:00,2024-02-04 08:57:33,2432,Very Low,1.746212264548516,Standard,1
100502,34,Male,Region_29,63160.084734023905,572.6608819830606,2,2.2115013579726552,0.3068247863720007,2021-06-16 19:01:21,2023-11-05 06:51:56,1651,Low,0.6272556369000178,Standard,1
102578,40,Male,Region_2,63160.084734023905,572.6608819830606,3,3.295511422865065,16.77938199481025,2022-04-29 22:26:55,2024-12-14 20:10:31,1334,Low,2.309851931562985,Standard,1
104465,44,Male,Region_48,25693.041479874184,300.0,5,6.201949903002408,0.4506646198435712,2018-04-27 06:38:20,2024-08-15 16:57:16,2798,Very Low,1.01295380964602,Standard,1
100118,67,Female,Region_35,82772.13263227024,676.1129099826104,2,1.4404483519622933,3.335718913076495,2018-06-01 20:13:06,2024-01-30 14:32:07,2762,Medium,1.237005170721306,Standard,0
100922,52,Male,Region_48,29651.413499791364,418.0323645889978,6,2.727836043707792,2.773998994041546,2018-06-11 07:59:44,2023-10-28 18:40:38,2753,Very Low,1.3232122747036297,Standard,1
104532,43,Male,Region_42,24412.82735242932,363.8567244792206,2,0.2682089681098162,2.00902256510385,2020-03-10 09:13:24,2024-02-08 04:34:01,2115,Very Low,0.7560114356081646,Standard,1
103387,54,Male,Region_8,127200.22174304932,900.0,4,18.342194397252445,7.025546865473848,2023-02-08 14:23:20,2024-09-28 12:33:48,1049,High,2.4344934662624733,Standard,0
104959,46,Female,Region_48,55523.60622362996,533.3342919446828,9,5.136718997670014,2.671832119074464,2019-12-17 14:34:20,2022-09-24 04:23:21,2198,Low,1.5061305451579776,Standard,0
100680,51,Female,Region_7,21454.74029834555,351.3741348983994,2,2.962813640840837,34.947120170082684,2019-11-18 19:29:38,2024-08-16 23:45:53,2227,Very Low,2.700011099987758,Standard,1
104151,27,Male,Region_19,51205.93462608424,549.4770649165619,4,3.7184993297129054,1.9122146035472445,2021-11-26 12:35:32,2024-09-28 08:01:30,1489,Low,1.2619446185049044,Standard,0
101915,4,Other,Region_41,63160.084734023905,572.6608819830606,5,11.346997219654437,0.5314077616685444,2022-02-15 07:01:46,2024-03-12 03:44:32,1408,Low,1.2610776081800628,Standard,1
104824,25,Male,Region_18,35425.7304015918,537.4700689076006,7,14.692429790592785,6.446655011487012,2023-12-14 22:13:12,2022-04-16 21:11:05,740,Low,2.3059303307408614,Standard,0
104433,117,Female,Region_10,59748.035676453954,662.4558023443403,4,12.096908878689856,2.820535317623352,2019-06-07 13:45:34,2024-11-27 14:02:10,2392,Low,1.8331848245441733,Standard,0
100903,34,Female,Region_15,26900.38641326201,523.2961557311097,4,4.040844188141505,3.251875300274972,2020-07-25 16:32:47,2022-01-05 14:00:53,1977,Very Low,1.5154455059250729,Standard,0
101494,26,Female,Region_17,51386.81689970126,503.88032375983926,3,1.2741717883763275,1.4710485193854026,2019-05-03 16:42:19,2022-01-08 04:59:59,2426,Low,0.8714319122262247,Standard,0
